,data,area,Vaccinazioni giornaliere,sesso_maschile,sesso_femminile,prima_dose,seconda_dose,pregressa_infezione,dose_aggiuntiva,codice_NUTS1,codice_NUTS2,codice_regione_ISTAT,nome_area,Regione,popolazione,Totale vaccinazioni,Totale vaccinazioni ogni cento ab,Vaccinazioni giornaliere ogni cento ab
1442,2021-07-10,VEN,43201,23218,19983,6301,36546,354,0,ITH,ITH3,5,Veneto,Veneto,4905854,2274544,46.36,0.88
1443,2021-09-05,VEN,15221,8407,6814,3482,11445,294,0,ITH,ITH3,5,Veneto,Veneto,4905854,2289765,46.67,0.31
1444,2021-07-17,VEN,40620,21489,19131,4296,35979,345,0,ITH,ITH3,5,Veneto,Veneto,4905854,2330385,47.5,0.83
1445,2021-09-19,VEN,8194,4571,3623,3132,4858,204,0,ITH,ITH3,5,Veneto,Veneto,4905854,2338579,47.67,0.17
1446,2021-05-07,VEN,48659,23313,25346,37607,8680,2372,0,ITH,ITH3,5,Veneto,Veneto,4905854,2387238,48.66,0.99
1447,2021-01-27,VEN,7150,2069,5081,240,6909,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,2394388,48.81,0.15
1448,2021-06-28,VEN,47683,24132,23551,18417,28559,707,0,ITH,ITH3,5,Veneto,Veneto,4905854,2442071,49.78,0.97
1449,2021-01-25,VEN,6471,2077,4394,156,6315,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,2448542,49.91,0.13
1450,2021-07-29,VEN,47561,25141,22420,20161,26546,854,0,ITH,ITH3,5,Veneto,Veneto,4905854,2496103,50.88,0.97
1451,2021-07-15,VEN,51457,26927,24530,6019,45053,385,0,ITH,ITH3,5,Veneto,Veneto,4905854,2547560,51.93,1.05
1452,2021-04-20,VEN,22469,9510,12959,7878,14013,578,0,ITH,ITH3,5,Veneto,Veneto,4905854,2570029,52.39,0.46
1453,2021-06-02,VEN,20318,10239,10079,15345,4347,626,0,ITH,ITH3,5,Veneto,Veneto,4905854,2590347,52.8,0.41
1454,2021-08-24,VEN,19918,10617,9301,8925,10464,529,0,ITH,ITH3,5,Veneto,Veneto,4905854,2610265,53.21,0.41
1455,2021-09-10,VEN,28248,15578,12670,4351,23461,436,0,ITH,ITH3,5,Veneto,Veneto,4905854,2638513,53.78,0.58
1456,2021-03-11,VEN,19838,8893,10945,13796,5576,466,0,ITH,ITH3,5,Veneto,Veneto,4905854,2658351,54.19,0.4
1457,2021-06-14,VEN,42636,21564,21072,26293,15322,1021,0,ITH,ITH3,5,Veneto,Veneto,4905854,2700987,55.06,0.87
1458,2021-03-06,VEN,10689,4357,6332,7217,3282,190,0,ITH,ITH3,5,Veneto,Veneto,4905854,2711676,55.27,0.22
1459,2021-08-10,VEN,28518,15646,12872,16437,11477,604,0,ITH,ITH3,5,Veneto,Veneto,4905854,2740194,55.86,0.58
1460,2020-12-30,VEN,699,245,454,699,0,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,2740893,55.87,0.01
1461,2021-08-12,VEN,24186,13096,11090,17323,6165,698,0,ITH,ITH3,5,Veneto,Veneto,4905854,2765079,56.36,0.49
1462,2021-09-24,VEN,19065,10357,8708,8326,9593,558,588,ITH,ITH3,5,Veneto,Veneto,4905854,2784144,56.75,0.39
1463,2021-07-03,VEN,38710,20120,18590,11028,27105,577,0,ITH,ITH3,5,Veneto,Veneto,4905854,2822854,57.54,0.79
1464,2021-06-16,VEN,47803,23582,24221,25240,21462,1101,0,ITH,ITH3,5,Veneto,Veneto,4905854,2870657,58.51,0.97
1465,2021-01-01,VEN,1527,471,1056,1526,0,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,2872184,58.55,0.03
1466,2021-03-25,VEN,25979,11065,14914,18971,6106,902,0,ITH,ITH3,5,Veneto,Veneto,4905854,2898163,59.08,0.53
1467,2021-04-11,VEN,21018,8881,12137,14230,6300,488,0,ITH,ITH3,5,Veneto,Veneto,4905854,2919181,59.5,0.43
1468,2021-04-25,VEN,18336,8155,10181,12900,4836,600,0,ITH,ITH3,5,Veneto,Veneto,4905854,2937517,59.88,0.37
1469,2021-06-21,VEN,44344,22194,22150,20460,22974,910,0,ITH,ITH3,5,Veneto,Veneto,4905854,2981861,60.78,0.9
1470,2021-01-06,VEN,8143,2392,5751,8140,0,3,0,ITH,ITH3,5,Veneto,Veneto,4905854,2990004,60.95,0.17
1471,2021-06-23,VEN,49383,24467,24916,14539,34040,804,0,ITH,ITH3,5,Veneto,Veneto,4905854,3039387,61.95,1.01
1472,2021-09-12,VEN,15344,8644,6700,2370,12813,161,0,ITH,ITH3,5,Veneto,Veneto,4905854,3054731,62.27,0.31
1473,2021-08-29,VEN,13414,7361,6053,4512,8582,320,0,ITH,ITH3,5,Veneto,Veneto,4905854,3068145,62.54,0.27
1474,2021-05-21,VEN,44869,22068,22801,19797,23960,1112,0,ITH,ITH3,5,Veneto,Veneto,4905854,3113014,63.46,0.91
1475,2021-02-13,VEN,3267,1473,1794,3231,20,16,0,ITH,ITH3,5,Veneto,Veneto,4905854,3116281,63.52,0.07
1476,2021-08-17,VEN,19293,10481,8812,11234,7599,460,0,ITH,ITH3,5,Veneto,Veneto,4905854,3135574,63.91,0.39
1477,2021-05-09,VEN,35091,16145,18946,23790,10055,1246,0,ITH,ITH3,5,Veneto,Veneto,4905854,3170665,64.63,0.72
1478,2021-09-17,VEN,18147,10019,8128,5614,12078,455,0,ITH,ITH3,5,Veneto,Veneto,4905854,3188812,65.0,0.37
1479,2021-05-26,VEN,31173,15237,15936,13993,16499,681,0,ITH,ITH3,5,Veneto,Veneto,4905854,3219985,65.64,0.64
1480,2021-08-31,VEN,19816,10472,9344,7005,12217,594,0,ITH,ITH3,5,Veneto,Veneto,4905854,3239801,66.04,0.4
1481,2021-06-07,VEN,44709,23325,21384,36174,7044,1491,0,ITH,ITH3,5,Veneto,Veneto,4905854,3284510,66.95,0.91
1482,2021-02-27,VEN,8994,2693,6301,7964,849,181,0,ITH,ITH3,5,Veneto,Veneto,4905854,3293504,67.13,0.18
1483,2021-03-04,VEN,12990,4890,8100,9118,3479,393,0,ITH,ITH3,5,Veneto,Veneto,4905854,3306494,67.4,0.26
1484,2021-07-07,VEN,41001,21332,19669,15640,24556,805,0,ITH,ITH3,5,Veneto,Veneto,4905854,3347495,68.23,0.84
1485,2021-04-27,VEN,28215,12800,15415,20134,6917,1164,0,ITH,ITH3,5,Veneto,Veneto,4905854,3375710,68.81,0.58
1486,2021-01-17,VEN,1933,781,1152,1584,349,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,3377643,68.85,0.04
1487,2021-03-15,VEN,16673,7330,9343,10954,5213,506,0,ITH,ITH3,5,Veneto,Veneto,4905854,3394316,69.19,0.34
1488,2021-07-22,VEN,48418,25134,23284,13312,34449,657,0,ITH,ITH3,5,Veneto,Veneto,4905854,3442734,70.18,0.99
1489,2021-04-13,VEN,14043,6331,7712,8053,5483,507,0,ITH,ITH3,5,Veneto,Veneto,4905854,3456777,70.46,0.29
1490,2021-07-05,VEN,39149,20287,18862,14144,24202,803,0,ITH,ITH3,5,Veneto,Veneto,4905854,3495926,71.26,0.8
1491,2021-01-03,VEN,5158,1562,3596,5158,0,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,3501084,71.37,0.11
1492,2021-09-02,VEN,22816,12190,10626,6139,15867,810,0,ITH,ITH3,5,Veneto,Veneto,4905854,3523900,71.83,0.47
1493,2021-09-16,VEN,21927,11913,10014,3809,17750,368,0,ITH,ITH3,5,Veneto,Veneto,4905854,3545827,72.28,0.45
1494,2021-03-03,VEN,12102,4648,7454,8389,3502,211,0,ITH,ITH3,5,Veneto,Veneto,4905854,3557929,72.52,0.25
1495,2021-06-11,VEN,47323,24620,22703,34706,11186,1431,0,ITH,ITH3,5,Veneto,Veneto,4905854,3605252,73.49,0.96
1496,2021-06-25,VEN,51729,26171,25558,15075,36012,642,0,ITH,ITH3,5,Veneto,Veneto,4905854,3656981,74.54,1.05
1497,2021-02-17,VEN,6022,2772,3250,5900,94,28,0,ITH,ITH3,5,Veneto,Veneto,4905854,3663003,74.67,0.12
1498,2021-04-01,VEN,25409,11200,14209,18216,6414,779,0,ITH,ITH3,5,Veneto,Veneto,4905854,3688412,75.18,0.52
1499,2021-04-15,VEN,20948,8658,12290,9369,10833,746,0,ITH,ITH3,5,Veneto,Veneto,4905854,3709360,75.61,0.43
1500,2021-01-05,VEN,7335,2186,5149,7333,0,2,0,ITH,ITH3,5,Veneto,Veneto,4905854,3716695,75.76,0.15
1501,2021-03-01,VEN,9395,3717,5678,7411,1822,162,0,ITH,ITH3,5,Veneto,Veneto,4905854,3726090,75.95,0.19
1502,2021-07-12,VEN,43250,22784,20466,4010,38914,326,0,ITH,ITH3,5,Veneto,Veneto,4905854,3769340,76.83,0.88
1503,2021-04-03,VEN,22001,9650,12351,13875,7725,401,0,ITH,ITH3,5,Veneto,Veneto,4905854,3791341,77.28,0.45
1504,2021-03-20,VEN,13035,5393,7642,10657,2083,295,0,ITH,ITH3,5,Veneto,Veneto,4905854,3804376,77.55,0.27
1505,2021-08-19,VEN,19604,10690,8914,12258,6812,534,0,ITH,ITH3,5,Veneto,Veneto,4905854,3823980,77.95,0.4
1506,2021-05-11,VEN,33208,16521,16687,27150,4729,1329,0,ITH,ITH3,5,Veneto,Veneto,4905854,3857188,78.62,0.68
1507,2021-01-22,VEN,1080,332,748,25,1055,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,3858268,78.65,0.02
1508,2021-03-08,VEN,13644,6282,7362,9302,4078,264,0,ITH,ITH3,5,Veneto,Veneto,4905854,3871912,78.92,0.28
1509,2021-02-03,VEN,5955,1672,4283,474,5477,4,0,ITH,ITH3,5,Veneto,Veneto,4905854,3877867,79.05,0.12
1510,2021-08-07,VEN,28960,16301,12659,16347,12070,543,0,ITH,ITH3,5,Veneto,Veneto,4905854,3906827,79.64,0.59
1511,2021-04-29,VEN,50340,23415,26925,35405,13186,1749,0,ITH,ITH3,5,Veneto,Veneto,4905854,3957167,80.66,1.03
1512,2021-07-21,VEN,43285,22342,20943,8692,34093,500,0,ITH,ITH3,5,Veneto,Veneto,4905854,4000452,81.54,0.88
1513,2021-02-05,VEN,8392,2541,5851,1407,6976,9,0,ITH,ITH3,5,Veneto,Veneto,4905854,4008844,81.72,0.17
1514,2021-02-22,VEN,7018,3044,3974,6579,391,48,0,ITH,ITH3,5,Veneto,Veneto,4905854,4015862,81.86,0.14
1515,2021-05-16,VEN,28422,14015,14407,20313,7081,1028,0,ITH,ITH3,5,Veneto,Veneto,4905854,4044284,82.44,0.58
1516,2021-05-18,VEN,27041,12550,14491,12631,13646,764,0,ITH,ITH3,5,Veneto,Veneto,4905854,4071325,82.99,0.55
1517,2021-06-30,VEN,45827,23107,22720,17869,27204,754,0,ITH,ITH3,5,Veneto,Veneto,4905854,4117152,83.92,0.93
1518,2021-03-22,VEN,18158,8186,9972,12584,5050,524,0,ITH,ITH3,5,Veneto,Veneto,4905854,4135310,84.29,0.37
1519,2021-03-13,VEN,17243,7313,9930,13738,3132,373,0,ITH,ITH3,5,Veneto,Veneto,4905854,4152553,84.64,0.35
1520,2021-01-15,VEN,5880,1819,4061,5874,0,6,0,ITH,ITH3,5,Veneto,Veneto,4905854,4158433,84.76,0.12
1521,2021-08-28,VEN,20879,11594,9285,8663,11487,729,0,ITH,ITH3,5,Veneto,Veneto,4905854,4179312,85.19,0.43
1522,2021-07-14,VEN,43648,22443,21205,5278,37968,402,0,ITH,ITH3,5,Veneto,Veneto,4905854,4222960,86.08,0.89
1523,2021-04-22,VEN,32084,13949,18135,15479,15782,823,0,ITH,ITH3,5,Veneto,Veneto,4905854,4255044,86.73,0.65
1524,2021-07-31,VEN,35188,18906,16282,17035,17508,645,0,ITH,ITH3,5,Veneto,Veneto,4905854,4290232,87.45,0.72
1525,2021-08-14,VEN,9923,5811,4112,7274,2401,248,0,ITH,ITH3,5,Veneto,Veneto,4905854,4300155,87.65,0.2
1526,2021-02-10,VEN,4763,1593,3170,3692,1061,10,0,ITH,ITH3,5,Veneto,Veneto,4905854,4304918,87.75,0.1
1527,2021-04-08,VEN,32419,14390,18029,23354,7889,1176,0,ITH,ITH3,5,Veneto,Veneto,4905854,4337337,88.41,0.66
1528,2021-01-10,VEN,5036,1673,3363,5035,0,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,4342373,88.51,0.1
1529,2021-05-23,VEN,34492,16470,18022,10619,23400,473,0,ITH,ITH3,5,Veneto,Veneto,4905854,4376865,89.22,0.7
1530,2021-08-21,VEN,12205,6884,5321,8298,3389,518,0,ITH,ITH3,5,Veneto,Veneto,4905854,4389070,89.47,0.25
1531,2021-05-04,VEN,43037,20385,22652,33352,8033,1652,0,ITH,ITH3,5,Veneto,Veneto,4905854,4432107,90.34,0.88
1532,2021-01-24,VEN,4117,1219,2898,28,4089,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,4436224,90.43,0.08
1533,2021-08-09,VEN,34783,18649,16134,17158,16862,763,0,ITH,ITH3,5,Veneto,Veneto,4905854,4471007,91.14,0.71
1534,2021-08-26,VEN,22358,11914,10444,8349,13405,604,0,ITH,ITH3,5,Veneto,Veneto,4905854,4493365,91.59,0.46
1535,2021-06-18,VEN,53664,26783,26881,23971,28645,1048,0,ITH,ITH3,5,Veneto,Veneto,4905854,4547029,92.69,1.09
1536,2021-09-09,VEN,30097,16637,13460,4338,25327,432,0,ITH,ITH3,5,Veneto,Veneto,4905854,4577126,93.3,0.61
1537,2021-03-27,VEN,32095,14020,18075,25383,5807,905,0,ITH,ITH3,5,Veneto,Veneto,4905854,4609221,93.95,0.65
1538,2021-09-11,VEN,20874,11711,9163,3032,17501,341,0,ITH,ITH3,5,Veneto,Veneto,4905854,4630095,94.38,0.43
1539,2021-06-08,VEN,43861,22678,21183,36181,6154,1526,0,ITH,ITH3,5,Veneto,Veneto,4905854,4673956,95.27,0.89
1540,2021-05-25,VEN,27874,13455,14419,11271,16099,504,0,ITH,ITH3,5,Veneto,Veneto,4905854,4701830,95.84,0.57
1541,2021-02-14,VEN,126,56,70,113,13,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,4701956,95.84,0.0
1542,2021-05-20,VEN,44861,21265,23596,19371,24381,1109,0,ITH,ITH3,5,Veneto,Veneto,4905854,4746817,96.76,0.91
1543,2021-02-09,VEN,5250,1892,3358,3431,1806,13,0,ITH,ITH3,5,Veneto,Veneto,4905854,4752067,96.87,0.11
1544,2021-08-30,VEN,26956,14292,12664,7999,18342,615,0,ITH,ITH3,5,Veneto,Veneto,4905854,4779023,97.41,0.55
1545,2021-02-12,VEN,4314,1446,2868,3670,572,72,0,ITH,ITH3,5,Veneto,Veneto,4905854,4783337,97.5,0.09
1546,2021-01-29,VEN,9030,2790,6240,365,8665,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,4792367,97.69,0.18
1547,2021-05-08,VEN,41539,18790,22749,28260,11842,1437,0,ITH,ITH3,5,Veneto,Veneto,4905854,4833906,98.53,0.85
1548,2021-07-30,VEN,45604,24257,21347,22626,22091,887,0,ITH,ITH3,5,Veneto,Veneto,4905854,4879510,99.46,0.93
1549,2021-08-16,VEN,19746,10694,9052,13001,6170,575,0,ITH,ITH3,5,Veneto,Veneto,4905854,4899256,99.87,0.4
1550,2021-06-04,VEN,49658,25844,23814,39818,8157,1683,0,ITH,ITH3,5,Veneto,Veneto,4905854,4948914,100.88,1.01
1551,2021-02-24,VEN,8623,3680,4943,7998,489,136,0,ITH,ITH3,5,Veneto,Veneto,4905854,4957537,101.05,0.18
1552,2020-12-31,VEN,3221,1042,2179,3221,0,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,4960758,101.12,0.07
1553,2021-07-04,VEN,33887,17580,16307,14989,18289,609,0,ITH,ITH3,5,Veneto,Veneto,4905854,4994645,101.81,0.69
1554,2021-09-25,VEN,15753,8768,6985,7338,7367,434,614,ITH,ITH3,5,Veneto,Veneto,4905854,5010398,102.13,0.32
1555,2021-04-12,VEN,14921,6347,8574,6400,8219,302,0,ITH,ITH3,5,Veneto,Veneto,4905854,5025319,102.44,0.3
1556,2021-01-02,VEN,5742,1767,3975,5741,0,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,5031061,102.55,0.12
1557,2021-04-07,VEN,36070,16209,19861,27611,7342,1117,0,ITH,ITH3,5,Veneto,Veneto,4905854,5067131,103.29,0.74
1558,2021-07-16,VEN,44757,24079,20678,6955,37336,466,0,ITH,ITH3,5,Veneto,Veneto,4905854,5111888,104.2,0.91
1559,2021-01-31,VEN,4788,1565,3223,407,4381,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,5116676,104.3,0.1
1560,2021-03-29,VEN,31482,13709,17773,26648,3830,1004,0,ITH,ITH3,5,Veneto,Veneto,4905854,5148158,104.94,0.64
1561,2021-05-13,VEN,44356,21890,22466,32579,9921,1856,0,ITH,ITH3,5,Veneto,Veneto,4905854,5192514,105.84,0.9
1562,2021-02-02,VEN,6516,1882,4634,396,6120,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,5199030,105.98,0.13
1563,2021-07-09,VEN,45101,23790,21311,4123,40689,289,0,ITH,ITH3,5,Veneto,Veneto,4905854,5244131,106.9,0.92
1564,2021-06-03,VEN,54544,28050,26494,40868,12011,1665,0,ITH,ITH3,5,Veneto,Veneto,4905854,5298675,108.01,1.11
1565,2021-06-20,VEN,41215,20068,21147,18920,21545,750,0,ITH,ITH3,5,Veneto,Veneto,4905854,5339890,108.85,0.84
1566,2021-09-04,VEN,23591,12887,10704,6051,16886,654,0,ITH,ITH3,5,Veneto,Veneto,4905854,5363481,109.33,0.48
1567,2021-05-27,VEN,46681,22930,23751,22364,23268,1049,0,ITH,ITH3,5,Veneto,Veneto,4905854,5410162,110.28,0.95
1568,2021-02-07,VEN,2316,863,1453,714,1601,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,5412478,110.33,0.05
1569,2021-09-06,VEN,28373,15246,13127,5869,21819,685,0,ITH,ITH3,5,Veneto,Veneto,4905854,5440851,110.91,0.58
1570,2021-02-28,VEN,4136,1389,2747,3225,837,74,0,ITH,ITH3,5,Veneto,Veneto,4905854,5444987,110.99,0.08
1571,2021-03-17,VEN,14646,5991,8655,7534,6797,315,0,ITH,ITH3,5,Veneto,Veneto,4905854,5459633,111.29,0.3
1572,2021-07-28,VEN,40320,20934,19386,12065,27803,452,0,ITH,ITH3,5,Veneto,Veneto,4905854,5499953,112.11,0.82
1573,2021-09-18,VEN,16668,9206,7462,6497,9694,477,0,ITH,ITH3,5,Veneto,Veneto,4905854,5516621,112.45,0.34
1574,2021-06-27,VEN,40243,20558,19685,15345,24313,585,0,ITH,ITH3,5,Veneto,Veneto,4905854,5556864,113.27,0.82
1575,2021-03-19,VEN,13805,5672,8133,7402,6106,297,0,ITH,ITH3,5,Veneto,Veneto,4905854,5570669,113.55,0.28
1576,2021-06-22,VEN,43749,21631,22118,18501,24390,858,0,ITH,ITH3,5,Veneto,Veneto,4905854,5614418,114.44,0.89
1577,2021-08-18,VEN,23350,12586,10764,14234,8443,673,0,ITH,ITH3,5,Veneto,Veneto,4905854,5637768,114.92,0.48
1578,2021-08-04,VEN,42497,22696,19801,22611,18779,1107,0,ITH,ITH3,5,Veneto,Veneto,4905854,5680265,115.79,0.87
1579,2021-04-26,VEN,20734,9461,11273,14912,5140,682,0,ITH,ITH3,5,Veneto,Veneto,4905854,5700999,116.21,0.42
1580,2021-01-19,VEN,1313,475,838,1163,149,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,5702312,116.23,0.03
1581,2021-07-23,VEN,44510,23465,21045,15138,28794,578,0,ITH,ITH3,5,Veneto,Veneto,4905854,5746822,117.14,0.91
1582,2021-05-01,VEN,38877,18252,20625,28706,8929,1242,0,ITH,ITH3,5,Veneto,Veneto,4905854,5785699,117.93,0.79
1583,2021-07-02,VEN,49579,25148,24431,16286,32504,789,0,ITH,ITH3,5,Veneto,Veneto,4905854,5835278,118.95,1.01
1584,2021-03-24,VEN,22127,9581,12546,14664,6807,656,0,ITH,ITH3,5,Veneto,Veneto,4905854,5857405,119.4,0.45
1585,2021-03-31,VEN,38995,16466,22529,30435,7507,1053,0,ITH,ITH3,5,Veneto,Veneto,4905854,5896400,120.19,0.79
1586,2021-02-19,VEN,7324,3141,4183,6996,204,124,0,ITH,ITH3,5,Veneto,Veneto,4905854,5903724,120.34,0.15
1587,2021-08-23,VEN,24540,13042,11498,10600,13238,702,0,ITH,ITH3,5,Veneto,Veneto,4905854,5928264,120.84,0.5
1588,2021-02-21,VEN,4640,1212,3428,4516,5,119,0,ITH,ITH3,5,Veneto,Veneto,4905854,5932904,120.94,0.09
1589,2021-05-15,VEN,36280,17522,18758,24819,10026,1435,0,ITH,ITH3,5,Veneto,Veneto,4905854,5969184,121.67,0.74
1590,2021-01-12,VEN,5231,1517,3714,5223,0,8,0,ITH,ITH3,5,Veneto,Veneto,4905854,5974415,121.78,0.11
1591,2021-04-19,VEN,21561,8929,12632,4708,16423,430,0,ITH,ITH3,5,Veneto,Veneto,4905854,5995976,122.22,0.44
1592,2021-04-05,VEN,19165,8376,10789,13424,5439,302,0,ITH,ITH3,5,Veneto,Veneto,4905854,6015141,122.61,0.39
1593,2021-01-26,VEN,6927,2093,4834,149,6778,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,6022068,122.75,0.14
1594,2021-05-06,VEN,47061,22070,24991,36580,8498,1983,0,ITH,ITH3,5,Veneto,Veneto,4905854,6069129,123.71,0.96
1595,2021-09-23,VEN,16288,8964,7324,7741,7650,466,431,ITH,ITH3,5,Veneto,Veneto,4905854,6085417,124.04,0.33
1596,2021-06-15,VEN,47853,24307,23546,29142,17555,1156,0,ITH,ITH3,5,Veneto,Veneto,4905854,6133270,125.02,0.98
1597,2021-08-11,VEN,26817,14809,12008,15672,10579,566,0,ITH,ITH3,5,Veneto,Veneto,4905854,6160087,125.57,0.55
1598,2021-07-11,VEN,34242,17926,16316,3700,30284,258,0,ITH,ITH3,5,Veneto,Veneto,4905854,6194329,126.26,0.7
1599,2021-06-01,VEN,26999,13571,13428,15786,10564,649,0,ITH,ITH3,5,Veneto,Veneto,4905854,6221328,126.81,0.55
1600,2021-03-10,VEN,19044,8728,10316,12960,5686,398,0,ITH,ITH3,5,Veneto,Veneto,4905854,6240372,127.2,0.39
1601,2021-03-23,VEN,22240,10253,11987,16880,4718,642,0,ITH,ITH3,5,Veneto,Veneto,4905854,6262612,127.66,0.45
1602,2021-05-19,VEN,33169,15188,17981,16228,16000,941,0,ITH,ITH3,5,Veneto,Veneto,4905854,6295781,128.33,0.68
1603,2021-02-08,VEN,5007,1559,3448,1923,3078,6,0,ITH,ITH3,5,Veneto,Veneto,4905854,6300788,128.43,0.1
1604,2021-04-06,VEN,29037,13369,15668,23263,5046,728,0,ITH,ITH3,5,Veneto,Veneto,4905854,6329825,129.03,0.59
1605,2021-02-01,VEN,8564,2502,6062,157,8407,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,6338389,129.2,0.17
1606,2021-02-15,VEN,4392,1827,2565,4143,240,9,0,ITH,ITH3,5,Veneto,Veneto,4905854,6342781,129.29,0.09
1607,2021-03-30,VEN,36011,15320,20691,29735,5253,1023,0,ITH,ITH3,5,Veneto,Veneto,4905854,6378792,130.02,0.73
1608,2021-08-02,VEN,40112,21044,19068,16312,23170,630,0,ITH,ITH3,5,Veneto,Veneto,4905854,6418904,130.84,0.82
1609,2021-04-10,VEN,27487,11990,15497,18378,8476,633,0,ITH,ITH3,5,Veneto,Veneto,4905854,6446391,131.4,0.56
1610,2021-09-14,VEN,21638,11802,9836,3157,18193,288,0,ITH,ITH3,5,Veneto,Veneto,4905854,6468029,131.84,0.44
1611,2021-06-06,VEN,37453,19174,18279,31489,4732,1232,0,ITH,ITH3,5,Veneto,Veneto,4905854,6505482,132.61,0.76
1612,2020-12-27,VEN,880,395,485,880,0,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,6506362,132.62,0.02
1613,2021-09-07,VEN,26595,14168,12427,5563,20300,732,0,ITH,ITH3,5,Veneto,Veneto,4905854,6532957,133.17,0.54
1614,2021-09-21,VEN,17063,9402,7661,6623,9457,372,611,ITH,ITH3,5,Veneto,Veneto,4905854,6550020,133.51,0.35
1615,2021-05-30,VEN,22555,11275,11280,15205,6695,655,0,ITH,ITH3,5,Veneto,Veneto,4905854,6572575,133.97,0.46
1616,2021-07-26,VEN,43656,22949,20707,17002,26019,635,0,ITH,ITH3,5,Veneto,Veneto,4905854,6616231,134.86,0.89
1617,2021-07-19,VEN,44757,23574,21183,7963,36398,396,0,ITH,ITH3,5,Veneto,Veneto,4905854,6660988,135.78,0.91
1618,2021-02-26,VEN,8297,3273,5024,6942,1260,95,0,ITH,ITH3,5,Veneto,Veneto,4905854,6669285,135.95,0.17
1619,2021-04-24,VEN,24770,10832,13938,14966,9081,723,0,ITH,ITH3,5,Veneto,Veneto,4905854,6694055,136.45,0.5
1620,2021-01-14,VEN,7066,1927,5139,7049,0,17,0,ITH,ITH3,5,Veneto,Veneto,4905854,6701121,136.59,0.14
1621,2021-03-12,VEN,18664,8196,10468,11327,6752,585,0,ITH,ITH3,5,Veneto,Veneto,4905854,6719785,136.97,0.38
1622,2021-04-17,VEN,22452,9099,13353,14378,7278,796,0,ITH,ITH3,5,Veneto,Veneto,4905854,6742237,137.43,0.46
1623,2021-01-07,VEN,8363,2318,6045,8362,0,1,0,ITH,ITH3,5,Veneto,Veneto,4905854,6750600,137.6,0.17
1624,2021-06-13,VEN,37345,19259,18086,29319,6957,1069,0,ITH,ITH3,5,Veneto,Veneto,4905854,6787945,138.36,0.76
1625,2021-01-21,VEN,2294,719,1575,19,2275,0,0,ITH,ITH3,5,Veneto,Veneto,4905854,6790239,138.41,0.05
1626,2021-03-05,VEN,13343,5024,8319,9221,3676,446,0,ITH,ITH3,5,Veneto,Veneto,4905854,6803582,138.68,0.27
1627,2021-07-01,CAL,12398,5838,6560,5473,6840,85,0,ITF,ITF6,18,Calabria,Calabria,1947131,12398,0.64,0.64
1628,2021-09-22,CAL,8047,4179,3868,3365,4466,198,18,ITF,ITF6,18,Calabria,Calabria,1947131,20445,1.05,0.41
1629,2021-08-10,CAL,9787,4915,4872,3599,6086,102,0,ITF,ITF6,18,Calabria,Calabria,1947131,30232,1.55,0.5
1630,2021-06-14,CAL,14360,6512,7848,9627,4656,77,0,ITF,ITF6,18,Calabria,Calabria,1947131,44592,2.29,0.74
1631,2021-03-04,CAL,5497,3197,2300,4677,800,20,0,ITF,ITF6,18,Calabria,Calabria,1947131,50089,2.57,0.28
1632,2021-06-12,CAL,13250,6301,6949,10781,2401,68,0,ITF,ITF6,18,Calabria,Calabria,1947131,63339,3.25,0.68
1633,2021-01-11,CAL,2195,1064,1131,2193,0,2,0,ITF,ITF6,18,Calabria,Calabria,1947131,65534,3.37,0.11
1634,2021-01-25,CAL,1090,522,568,150,940,0,0,ITF,ITF6,18,Calabria,Calabria,1947131,66624,3.42,0.06
1635,2021-05-05,CAL,13644,6529,7115,8415,5150,79,0,ITF,ITF6,18,Calabria,Calabria,1947131,80268,4.12,0.7
1636,2021-09-17,CAL,9010,4685,4325,3923,4863,224,0,ITF,ITF6,18,Calabria,Calabria,1947131,89278,4.59,0.46
1637,2021-04-18,CAL,5883,2808,3075,4937,921,25,0,ITF,ITF6,18,Calabria,Calabria,1947131,95161,4.89,0.3
1638,2021-04-04,CAL,1573,788,785,1140,422,11,0,ITF,ITF6,18,Calabria,Calabria,1947131,96734,4.97,0.08
1639,2021-06-26,CAL,15588,7204,8384,7575,7942,71,0,ITF,ITF6,18,Calabria,Calabria,1947131,112322,5.77,0.8
